tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Social Sciences,1452,University of Ottawa,Edison,Rodrigues,Barreto Junior,2772505,0,zero,TEACHER,PROFESSOR,N/A
Management,1452,University of Ottawa,Jacques,,Barrette,1530594,0,zero,TEACHER,PROFESSOR,N/A
Science,1452,University of Ottawa,Louis,,Barriault,96647,16,good,TEACHER,PROFESSOR,3.8
Computer Science,1452,University of Ottawa,Caroline,,Barriegravere,2556037,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1452,University of Ottawa,Caroline,,Barriere,2578259,13,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1452,University of Ottawa,Jennifer,,Barrigar,1592919,17,poor,TEACHER,PROFESSOR,2.4
Law,1452,University of Ottawa,Jennifer,,Barrigar,1721381,2,poor,TEACHER,PROFESSOR,2.0
Communication,1452,University of Ottawa,Izabel,,Barsive,1334998,26,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Sabine,,Barthold,1906710,2,poor,TEACHER,PROFESSOR,1.0
Education,1452,University of Ottawa,Richard,,Barwell,1885400,2,good,TEACHER,PROFESSOR,5.0
Medicine,1452,University of Ottawa,Ajoy,,Basak,1786784,32,good,TEACHER,PROFESSOR,4.1
Languages,1452,University of Ottawa,Salah,,Basalamah,872139,9,average,TEACHER,PROFESSOR,2.6
Mathematics,1452,University of Ottawa,Samina,,Bashir,1372526,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1452,University of Ottawa,Maryam,,Basiri,2663736,2,good,TEACHER,PROFESSOR,5.0
Biology,1452,University of Ottawa,John,,Basso,68148,95,good,TEACHER,PROFESSOR,3.9
Law,1452,University of Ottawa,Marc,,Bastien,2080430,1,average,TEACHER,PROFESSOR,2.5
Science,1452,University of Ottawa,Clement,,Bataille,2498734,4,good,TEACHER,PROFESSOR,4.5
Economics,1452,University of Ottawa,Hana,,Bataineh,2296363,3,good,TEACHER,PROFESSOR,5.0
International Public Affairs,1452,University of Ottawa,Regina,,Bateson,2682161,4,good,TEACHER,PROFESSOR,5.0
Biology,1452,University of Ottawa,Bernard,,Baum,1117784,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Daniel,,Baxter,2621971,15,good,TEACHER,PROFESSOR,4.4
Business,1452,University of Ottawa,Manoj,,Bayan,2729126,2,poor,TEACHER,PROFESSOR,2.0
Mathematics,1452,University of Ottawa,Marzieh,,Bayeh,2586387,11,good,TEACHER,PROFESSOR,3.9
Management,1452,University of Ottawa,Mohamed,,Baymout,735707,46,good,TEACHER,PROFESSOR,4.9
French,1452,University of Ottawa,Sandrine,,Beacutenard,2763664,0,zero,TEACHER,PROFESSOR,N/A
Religion,1452,University of Ottawa,Lori G.,,Beaman,1746014,3,good,TEACHER,PROFESSOR,5.0
Biology,1452,University of Ottawa,Christopher,,Beatty,787283,3,poor,TEACHER,PROFESSOR,2.3
Business,1452,University of Ottawa,Julie,,Beauchamp,172355,32,poor,TEACHER,PROFESSOR,2.0
Psychology,1452,University of Ottawa,Christopher,,Beauchamp,2198839,7,good,TEACHER,PROFESSOR,4.7
Chemistry,1452,University of Ottawa,André,,Beauchemin,505160,42,good,TEACHER,PROFESSOR,4.0
Social Science,1452,University of Ottawa,Line,,Beauchesne,15548,72,good,TEACHER,PROFESSOR,3.8
Criminology,1452,University of Ottawa,Line,,Beauchesne,1925213,11,average,TEACHER,PROFESSOR,3.0
Political Science,1452,University of Ottawa,Pierre,,Beaudet,887798,37,average,TEACHER,PROFESSOR,3.0
Law,1452,University of Ottawa,Veronique,,Beaudry,2546229,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Simon,,Beaudry,1639866,66,good,TEACHER,PROFESSOR,4.6
Mathematics,1452,University of Ottawa,Guy,,Beaulieu,46505,31,good,TEACHER,PROFESSOR,3.9
Biology,1452,University of Ottawa,Elaine,,Beaulieu,1897048,102,poor,TEACHER,PROFESSOR,2.5
Health Science,1452,University of Ottawa,Francois,,Beaulieu,2051483,19,average,TEACHER,PROFESSOR,3.0
Political Studies,1452,University of Ottawa,Devin,,Beauregard,1989506,20,average,TEACHER,PROFESSOR,3.0
Criminology,1452,University of Ottawa,Howard ,,Bebbington,1987681,10,good,TEACHER,PROFESSOR,4.8
Geography,1452,University of Ottawa,Paul,,Beckwith,1687106,17,average,TEACHER,PROFESSOR,3.3
Computer Science,1452,University of Ottawa,Safaa,,Bedawi,2582238,7,good,TEACHER,PROFESSOR,4.8
Psychology,1452,University of Ottawa,Marie-Eve,,Begin Galarneau,2646232,7,good,TEACHER,PROFESSOR,3.7
Education,1452,University of Ottawa,Michael,,Begley,2175693,1,poor,TEACHER,PROFESSOR,1.0
Anthropology,1452,University of Ottawa,Véronique,,Béguet,1766088,38,average,TEACHER,PROFESSOR,2.8
Law,1452,University of Ottawa,Rambod,,Behboodi,2121162,1,poor,TEACHER,PROFESSOR,2.0
History,1452,University of Ottawa,Michael,,Behiels,34165,24,good,TEACHER,PROFESSOR,3.5
Mathematics,1452,University of Ottawa,Pegah,,Behradmajd,2604073,12,poor,TEACHER,PROFESSOR,1.3
International Public Affairs,1452,University of Ottawa,Ronald,,Behringer,2484117,1,good,TEACHER,PROFESSOR,4.0
Nursing,1452,University of Ottawa,Liz,,Bel,1939643,0,zero,TEACHER,PROFESSOR,N/A
Education,1452,University of Ottawa,Nathalie,,Belanger,985272,1,good,TEACHER,PROFESSOR,5.0
History,1452,University of Ottawa,Damien-Claude,,Belanger,1239893,70,good,TEACHER,PROFESSOR,4.5
Communication,1452,University of Ottawa,Pierre,,Bélanger,38743,141,average,TEACHER,PROFESSOR,2.7
Law,1452,University of Ottawa,Louise,,Bélanger-Hardy,560964,12,good,TEACHER,PROFESSOR,4.7
French,1452,University of Ottawa,René Étienne,,Belavance,1135622,44,good,TEACHER,PROFESSOR,4.1
Electrical Engineering & Computer Science,1452,University of Ottawa,Mokhtar,,Beldjehem,2416389,10,poor,TEACHER,PROFESSOR,1.6
History,1452,University of Ottawa,Jean Francois,,Belisle,99965,23,average,TEACHER,PROFESSOR,3.0
Law,1452,University of Ottawa,Charles,,Belleau,371727,12,good,TEACHER,PROFESSOR,4.6
Philosophy,1452,University of Ottawa,Marie,,Bellemare,514983,7,poor,TEACHER,PROFESSOR,1.1
French,1452,University of Ottawa,Alex,,Bellemare,2403780,1,good,TEACHER,PROFESSOR,4.0
History,1452,University of Ottawa,Karine,,Bellerose,1231202,3,average,TEACHER,PROFESSOR,2.7
Law,1452,University of Ottawa,Fernando,,Belton,2733577,1,poor,TEACHER,PROFESSOR,1.0
Chemistry,1452,University of Ottawa,Robert,,Ben,473635,38,average,TEACHER,PROFESSOR,3.5
Accounting,1452,University of Ottawa,Walid,,Ben Amar,790589,20,good,TEACHER,PROFESSOR,4.3
Mathematics,1452,University of Ottawa,Walid,,Ben Amar,1934090,0,zero,TEACHER,PROFESSOR,N/A
Business,1452,University of Ottawa,Sarah,,Ben Amor,918426,34,good,TEACHER,PROFESSOR,3.5
Administration,1452,University of Ottawa,Ahmed Khalid,,Ben Ayed,2610126,7,poor,TEACHER,PROFESSOR,1.6
History,1452,University of Ottawa,Lotfi,,Ben Rejeb,596765,66,good,TEACHER,PROFESSOR,4.7
Geography,1452,University of Ottawa,Kenza,,Benali,1456818,41,good,TEACHER,PROFESSOR,4.3
Psychology,1452,University of Ottawa,Michele,,Benard,17331,33,average,TEACHER,PROFESSOR,2.6
Political Science,1452,University of Ottawa,Adib,,Bencherif,2465684,3,good,TEACHER,PROFESSOR,5.0
Economics,1452,University of Ottawa,Ouafa,,Benchkroun,1833742,2,poor,TEACHER,PROFESSOR,1.5
Sociology & Anthropology,1452,University of Ottawa,Leila,,Benhadjoudja,2382589,2,good,TEACHER,PROFESSOR,4.0
Business,1452,University of Ottawa,Abdessamad,,Benhsaien,2828455,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Jamie,,Benidickson,2041358,4,good,TEACHER,PROFESSOR,4.4
Science,1452,University of Ottawa,Stephany,,Bennett,966624,13,good,TEACHER,PROFESSOR,4.0
Medicine,1452,University of Ottawa,Robert,,Benoit,1293768,0,zero,TEACHER,PROFESSOR,N/A
Biology,1452,University of Ottawa,Pagé,,Benoit,2208812,2,good,TEACHER,PROFESSOR,4.0
Biology,1452,University of Ottawa,Charles,,Benoît,2277603,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Laurent,,Benoit,1842067,26,average,TEACHER,PROFESSOR,3.3
Health Science,1452,University of Ottawa,Jason,,Benovoy,1430442,1,good,TEACHER,PROFESSOR,5.0
Criminology,1452,University of Ottawa,Philippe,,Bensimon,1726826,9,good,TEACHER,PROFESSOR,4.8
Medicine,1452,University of Ottawa,Anasse,,Benslimane,1522660,4,poor,TEACHER,PROFESSOR,2.4
Psychology,1452,University of Ottawa,Jeanette,,Benson,2130344,2,average,TEACHER,PROFESSOR,3.3
Psychology,1452,University of Ottawa,Jeannette,,Benson,2132781,1,good,TEACHER,PROFESSOR,3.5
Theater,1452,University of Ottawa,Rebecca,,Benson,2677749,1,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Daniel,,Bentley,1049488,49,poor,TEACHER,PROFESSOR,2.0
Psychology,1452,University of Ottawa,David,,Bentley,2124924,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1452,University of Ottawa,Rachid,,Bentoumi,1918327,28,average,TEACHER,PROFESSOR,3.5
Management,1452,University of Ottawa,Morad,,Benyoucef,558971,52,good,TEACHER,PROFESSOR,3.6
Nursing,1452,University of Ottawa,Idrissa,,Beogo,2822765,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,Jordan,,Berard,1132499,21,good,TEACHER,PROFESSOR,4.9
Psychology,1452,University of Ottawa,Jason,,Berard,2305127,35,good,TEACHER,PROFESSOR,4.7
French,1452,University of Ottawa,Annick,,Bereau,1270424,3,poor,TEACHER,PROFESSOR,1.3
Science,1452,University of Ottawa,Maxim,,Berezovski,1671136,24,average,TEACHER,PROFESSOR,2.5
Law,1452,University of Ottawa,Sarah,,Berger Richardson,2652039,2,good,TEACHER,PROFESSOR,3.5
Mathematics,1452,University of Ottawa,Pierre-Jerome,,Bergeron,1509687,18,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Vincent,,Bergeron,1330833,37,good,TEACHER,PROFESSOR,4.0
Education,1452,University of Ottawa,Christian,,Bergeron,2688112,1,poor,TEACHER,PROFESSOR,2.0
French,1452,University of Ottawa,Julia,,Bergeron,2718475,0,zero,TEACHER,PROFESSOR,N/A
Management,1452,University of Ottawa,Robert,,Bergquist,670247,10,poor,TEACHER,PROFESSOR,2.0
Communication,1452,University of Ottawa,Boulou,,Beri,855748,5,poor,TEACHER,PROFESSOR,2.3
Engineering,1452,University of Ottawa,Pierre,,Berini,784259,11,good,TEACHER,PROFESSOR,3.7
Linguistics,1452,University of Ottawa,Gustavo,,Beritognolo,2066840,26,poor,TEACHER,PROFESSOR,2.4
Languages,1452,University of Ottawa,Alejandra,,Bernal-Rodriguez,2171945,1,good,TEACHER,PROFESSOR,4.0
Social Sciences,1452,University of Ottawa,Jean-Thomas,,Bernard,1856774,1,good,TEACHER,PROFESSOR,4.0
Political Studies,1452,University of Ottawa,Isabelle,,Bernard,1920825,3,average,TEACHER,PROFESSOR,3.2
Law,1452,University of Ottawa,Dominique,,Bernier,1813258,4,average,TEACHER,PROFESSOR,3.2
Social Sciences,1452,University of Ottawa,Luc,,Bernier,2185218,5,average,TEACHER,PROFESSOR,2.6
Communication,1452,University of Ottawa,Marc-Francois,,Bernier,145421,43,poor,TEACHER,PROFESSOR,2.3
Political Science,1452,University of Ottawa,Emilie,,Bernier,1378521,39,average,TEACHER,PROFESSOR,2.9
Political Studies,1452,University of Ottawa,Nicholas,,Berniquez,2771328,1,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Marie-Pascal,,Berthelot,1650118,2,good,TEACHER,PROFESSOR,5.0
Sociology,1452,University of Ottawa,Xavier,,Berthiaume,2653614,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Karine,,Bertrand,1804432,11,good,TEACHER,PROFESSOR,3.6
History,1452,University of Ottawa,Danny,,Bertrand,1971798,2,good,TEACHER,PROFESSOR,4.3
Physics,1452,University of Ottawa,Martine,,Bertrand-Bourgeois,365250,11,average,TEACHER,PROFESSOR,3.4
Environmental Studies,1452,University of Ottawa,Laurel,,Besco,1937651,3,good,TEACHER,PROFESSOR,4.5
Political Science,1452,University of Ottawa,Jacqueline,,Best,78531,110,poor,TEACHER,PROFESSOR,2.4
Social Sciences,1452,University of Ottawa,Gordon,,Betcherman,1438313,9,good,TEACHER,PROFESSOR,5.0
Religion,1452,University of Ottawa,Peter,,Beyer,284150,19,good,TEACHER,PROFESSOR,3.8
Physics,1452,University of Ottawa,Ravi,,Bhardwaj,1564830,11,average,TEACHER,PROFESSOR,2.6
History,1452,University of Ottawa,Rajiv,,Bhola,1714242,42,good,TEACHER,PROFESSOR,4.4
Psychology,1452,University of Ottawa,Kathleen,,Biard,2240749,31,good,TEACHER,PROFESSOR,4.7
Psychology,1452,University of Ottawa,Kate,,Bielajew,340054,16,poor,TEACHER,PROFESSOR,2.0
Mathematics,1452,University of Ottawa,Clemonell,,Bilayi-Biakana,2326190,70,poor,TEACHER,PROFESSOR,2.2
Translation,1452,University of Ottawa,Baris,,Bilgen,2136271,2,poor,TEACHER,PROFESSOR,2.0
Law,1452,University of Ottawa,Jean-Luc,,Bilodeau,804875,3,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Cynthia,,Bilodeau,1689710,0,zero,TEACHER,PROFESSOR,N/A
Computer & Informational Tech.,1452,University of Ottawa,Franck,,Binard,1101312,0,zero,TEACHER,PROFESSOR,N/A
Biology,1452,University of Ottawa,Chantal,,Binda,2666430,0,zero,TEACHER,PROFESSOR,N/A
Social Work,1452,University of Ottawa,Jonathan,,Binet,2653596,6,good,TEACHER,PROFESSOR,4.5
Law,1452,University of Ottawa,Michael,P.,Bird,1875923,21,good,TEACHER,PROFESSOR,4.2
Literature,1452,University of Ottawa,Paul,,Birt,18150,65,good,TEACHER,PROFESSOR,3.5
Environmental Studies,1452,University of Ottawa,Sunitha,,Bisan,2583699,1,good,TEACHER,PROFESSOR,5.0
History,1452,University of Ottawa,Peter,,Bischoff,27882,29,good,TEACHER,PROFESSOR,3.5
Health,1452,University of Ottawa,Kirsti,,Bissada,2097534,10,good,TEACHER,PROFESSOR,4.0
Health Science,1452,University of Ottawa,Sarah,,Bissex,2722313,2,poor,TEACHER,PROFESSOR,2.0
Criminology,1452,University of Ottawa,Steven,,Bittle,1551121,71,average,TEACHER,PROFESSOR,3.0
Geography,1452,University of Ottawa,Jean,,Bjornson,1928859,14,average,TEACHER,PROFESSOR,3.0
Law,1452,University of Ottawa,Katie,,Black,2240013,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Stephen,,Blair,527345,37,good,TEACHER,PROFESSOR,4.1
English,1452,University of Ottawa,Jennifer,,Blair,1562110,27,good,TEACHER,PROFESSOR,3.7
Communication,1452,University of Ottawa,Martin,,Blais,172832,15,good,TEACHER,PROFESSOR,4.4
Medicine,1452,University of Ottawa,Alexandre,,Blais,1007241,3,average,TEACHER,PROFESSOR,2.7
Biology,1452,University of Ottawa,Jules,,Blais,1082945,8,average,TEACHER,PROFESSOR,3.3
Mathematics,1452,University of Ottawa,Michael,,Blakely,2641026,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Céline,,Blanchard,114854,16,average,TEACHER,PROFESSOR,2.5
Health & Physical Education,1452,University of Ottawa,Joel,,Blanchard,2588522,1,good,TEACHER,PROFESSOR,5.0
Economics,1452,University of Ottawa,Cristina,,Blanco-Perez,2194971,54,poor,TEACHER,PROFESSOR,2.3
History,1452,University of Ottawa,Tina,,Block,885791,1,good,TEACHER,PROFESSOR,4.0
History,1452,University of Ottawa,Edmund,,Bloedow,34164,75,average,TEACHER,PROFESSOR,3.3
Biology,1452,University of Ottawa,Gabriel,,Blouin-Demers,1176799,11,good,TEACHER,PROFESSOR,3.7
Mathematics,1452,University of Ottawa,Richard,,Blute,16826,78,good,TEACHER,PROFESSOR,4.7
Engineering,1452,University of Ottawa,Gregor V,,Bochmann,16435,13,poor,TEACHER,PROFESSOR,1.1
History,1452,University of Ottawa,Michel,,Bock,27888,25,good,TEACHER,PROFESSOR,4.2
Communication,1452,University of Ottawa,Jean Clotaire,,Boco,1476536,6,poor,TEACHER,PROFESSOR,2.1
Chemistry,1452,University of Ottawa,Christopher,,Boddy,1332734,85,good,TEACHER,PROFESSOR,3.7
Economics,1452,University of Ottawa,Ronald,,Bodkin,859964,3,good,TEACHER,PROFESSOR,4.0
Not Specified,1452,University of Ottawa,Anna,,Bogic,1669235,5,average,TEACHER,PROFESSOR,2.7
Humanities,1452,University of Ottawa,Marie,,Boglari,2105499,2,good,TEACHER,PROFESSOR,5.0
Communication,1452,University of Ottawa,Jean-Jacques,,Bogui,2048150,2,average,TEACHER,PROFESSOR,2.5
English,1452,University of Ottawa,Markus,,Bohlmann,1240590,7,good,TEACHER,PROFESSOR,4.3
Languages,1452,University of Ottawa,Hamid,,Bohlouli,532107,3,average,TEACHER,PROFESSOR,3.2
Communication,1452,University of Ottawa,Lise,,Boily,802465,18,average,TEACHER,PROFESSOR,3.2
French,1452,University of Ottawa,Celine,,Boily,1039201,9,poor,TEACHER,PROFESSOR,2.1
Mathematics,1452,University of Ottawa,Patrick,,Boily,17137,37,good,TEACHER,PROFESSOR,3.5
Education,1452,University of Ottawa,Chantal,,Bois,2170274,2,good,TEACHER,PROFESSOR,4.0
Psychology,1452,University of Ottawa,Christine,,Boisvert,188805,58,good,TEACHER,PROFESSOR,3.5
Communication,1452,University of Ottawa,Daphnee,,Boisvert,2697921,1,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Denis,,Boivin,13932,10,good,TEACHER,PROFESSOR,4.7
Marketing,1452,University of Ottawa,Guy,,Boivin,1505194,4,good,TEACHER,PROFESSOR,3.9
Communication,1452,University of Ottawa,Genevieve,,Boivin,1913225,11,average,TEACHER,PROFESSOR,3.2
Law,1452,University of Ottawa,Daniel,,Boivin,2371801,1,good,TEACHER,PROFESSOR,4.0
Psychology,1452,University of Ottawa,Janele,,Boivin,2419831,8,good,TEACHER,PROFESSOR,4.8
Social Sciences,1452,University of Ottawa,Jade,,Boivin,2742500,2,good,TEACHER,PROFESSOR,5.0
Engineering,1452,University of Ottawa,Miodrag,,Bolic,567657,18,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Anna,,Bolwes,1671395,2,good,TEACHER,PROFESSOR,5.0
Management,1452,University of Ottawa,Silvia,,Bonaccio,872960,52,good,TEACHER,PROFESSOR,4.3
Science,1452,University of Ottawa,Linda,,Bonen,14174,36,average,TEACHER,PROFESSOR,3.3
French,1452,University of Ottawa,Krasimira,,Boneva,2718382,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Genevive,,Bonin,1278320,9,poor,TEACHER,PROFESSOR,1.9
Biology,1452,University of Ottawa,Linda,,Bonin,1453667,2,average,TEACHER,PROFESSOR,3.2
Political Science,1452,University of Ottawa,Michelle,,Bonner,483235,25,poor,TEACHER,PROFESSOR,2.5
Communication,1452,University of Ottawa,Luc,,Bonneville,532171,38,average,TEACHER,PROFESSOR,3.2
History,1452,University of Ottawa,Thomas,,Boogaart,458732,145,average,TEACHER,PROFESSOR,3.1
Medicine,1452,University of Ottawa,Ronald,,Booth,2274764,6,poor,TEACHER,PROFESSOR,2.3
Environmental Studies,1452,University of Ottawa,Étienne,,Bordeleau,2051689,5,poor,TEACHER,PROFESSOR,1.0
Health Science,1452,University of Ottawa,Nicolas,,Bordenave,2554781,7,good,TEACHER,PROFESSOR,3.9
English,1452,University of Ottawa,Karen,,Bordland,2122262,2,poor,TEACHER,PROFESSOR,1.8
Geography,1452,University of Ottawa,Maxime,,Boreux,2197727,8,good,TEACHER,PROFESSOR,4.8
Education,1452,University of Ottawa,Karen,,Borland,2741840,0,zero,TEACHER,PROFESSOR,N/A
Art,1452,University of Ottawa,Nooshin,,Boroumand,1873097,13,good,TEACHER,PROFESSOR,4.9
Languages,1452,University of Ottawa,Stefania,,Borrelli,831719,2,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Suko,,Bose,98406,27,poor,TEACHER,PROFESSOR,1.9
Nursing,1452,University of Ottawa,Naima,,Bouabdillah,2285887,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1452,University of Ottawa,Roch,,Bouchard,13858,9,good,TEACHER,PROFESSOR,4.6
Sociology,1452,University of Ottawa,Louise,,Bouchard,441337,4,poor,TEACHER,PROFESSOR,1.5
Languages,1452,University of Ottawa,Mawy,,Bouchard,511320,27,average,TEACHER,PROFESSOR,3.0
Engineering,1452,University of Ottawa,Frank,,Bouchard,2385902,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Daniel,,Bouchard,1670808,44,good,TEACHER,PROFESSOR,4.2
Engineering,1452,University of Ottawa,Martin,,Bouchard,12392,17,good,TEACHER,PROFESSOR,4.5
Physics,1452,University of Ottawa,Pierre-Alexandre,,Boucher,1059679,8,good,TEACHER,PROFESSOR,4.8
French,1452,University of Ottawa,Genevieve,,Boucher,1484123,13,good,TEACHER,PROFESSOR,4.0
Music,1452,University of Ottawa,Nadia,,Boucher,2623341,0,zero,TEACHER,PROFESSOR,N/A
Anthropology  Geo Sciences,1452,University of Ottawa,Louise,,Boucher,2148260,8,good,TEACHER,PROFESSOR,3.8
Criminology,1452,University of Ottawa,Ibtihel,,Bouchoucha,2117856,7,poor,TEACHER,PROFESSOR,1.3
Law,1452,University of Ottawa,Suzanne,,Bouclin,461664,17,average,TEACHER,PROFESSOR,3.3
Engineering,1452,University of Ottawa,Emmanuel,,Bouendeu,2385917,18,average,TEACHER,PROFESSOR,2.6
Engineering,1452,University of Ottawa,Roland,,Bouffanais,2733992,4,good,TEACHER,PROFESSOR,5.0
Electrical Engineering & Computer Science,1452,University of Ottawa,Mohammed,,Bougataya,2545034,22,average,TEACHER,PROFESSOR,3.1
French,1452,University of Ottawa,Karine,,Bougie,1943496,13,average,TEACHER,PROFESSOR,3.3
Management,1452,University of Ottawa,Ameur,,Boujenoui,512629,38,good,TEACHER,PROFESSOR,3.5
Modern Languages & Literatures,1452,University of Ottawa,Dalila,,Boukacem,1650346,10,good,TEACHER,PROFESSOR,3.9
Computer Science,1452,University of Ottawa,Azzedine,,Boukerche,631364,5,average,TEACHER,PROFESSOR,2.7
Physics,1452,University of Ottawa,Mohamed-Hedi,,Boukhatem,1172828,9,good,TEACHER,PROFESSOR,3.6
Languages,1452,University of Ottawa,Ghislaine,,Boulanger,188952,9,average,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Jenna,,Boulanger,1965088,7,good,TEACHER,PROFESSOR,3.5
